name,alias(es),birthdate,deathdate,id
"Ballantyne, R. M. (Robert Michael)","['Ballantyne, Robert Michael']",1825,1894,369
"Dixon, James Henry",[],1803,1876,370
"Bell, Robert",[],1800,1867,371
"Stone, Marcus",[],1840,1921,372
"Frost, A. B. (Arthur Burdett)","['Frost, Arthur Burdett']",1851,1928,373
"Copping, Harold",[],1863,1932,374
"Orr, Sutherland, Mrs.","['Orr, Alexandra Leighton', 'Orr, Mrs. Sutherland']",1828,1903,375
"Sharp, William","['Macleod, Fiona']",1855,1905,376
"Ingram, J. (James)","['Ingram, James']",1774,1850,377
"Giles, J. A. (John Allen)","['Giles, John Allen']",1808,1884,378
"Quintus, Smyrnaeus, active 4th century","['Calaber, Quintus', 'Smyrnaeus, Quintus']",,,379
"Way, Arthur S. (Arthur Sanders)","['Way, Arthur Sanders']",1847,1930,380
"Clough, Arthur Hugh","['Clough, A. H. (Arthur Hugh)']",1819,1861,381
Plutarch,[],46,119,382
"Kingsley, Charles","['Kingley, Charles', 'Kingsley, C. (Charles)']",1819,1875,383
"Harper, Frances Ellen Watkins","['Harper, F. E. W. (Frances Ellen Watkins)', 'Watkins, Frances Ellen']",1825,1911,384
"Symons, Arthur",[],1865,1945,385
"Naidu, Sarojini","['Devi, Sarojini', 'Naidu, Sarojini Chattopadhyay']",1879,1949,386
"Gorky, Maksim","['Gorky, Maxim', 'Peshkov, Alexey Maximiovich', 'Горький, Максим']",1868,1936,387
"Fee, Greg",[],,,388
"Walton, Izaak","['Walton, I. (Izaak)', 'Walton, Isaac', 'Walton, Isaak', 'Walton, Izaac', 'Walton, Izaack']",1593,1683,389
United States. Arms Control and Disarmament Agency,['U.S. Arms Control and Disarmament Agency'],,,390
United States. Army. Corps of Engineers. Manhattan District,[],,,391
European Union,[],,,392
"Dunbar-Nelson, Alice Moore","['Dunbar, Alice Moore', 'Moore, Alice Ruth', 'Nelson, Alice Ruth Moore Dunbar']",1875,1935,393
"Tucker, Benjamin Ricketson","['Tucker, Benjamin R.']",1854,1939,394
"Russell, Bertrand","['Russell, Bertrand A. W. (Bertrand Arthur William)', 'Russell, Bertrand Russell, 3d Earl']",1872,1970,395
"Riley, James Whitcomb","['Johnson, B. F.', 'Johnson, Benj. F. of Boone']",1849,1916,396
"Mitchell, S. Weir (Silas Weir)","['Mitchell, Silas Weir', 'Mitchell, Weir']",1829,1914,397
"Walpole, Horace","['Marshall, William', 'Muralto, Onuphrio', 'Orford, Horace Walpole, Earl of', 'Walpole, Horatio']",1717,1797,398
"Townsend, F. H. (Frederick Henry)","['Townsend, F.H.', 'Townsend, Frederick Henry']",1868,1920,399
"Ruskin, John","['Ruskin, J. (John)']",1819,1900,400
"Young, Martha",[],1868,,401
"Lovelace, Richard",[],1618,1658,402
"Van Dyke, Henry","['Dyke, Henry I. Van', 'Dyke, Henry Jackson Van', 'Dyke, Henry Van']",1852,1933,403
"Fairless, Michael","['Barber, Margaret Fairless']",1869,1901,404
"Hornung, E. W. (Ernest William)","['Hornung, Ernest William']",1866,1921,405
"Bull, Charles Livingston",[],1874,1932,406
"Haggard, H. Rider (Henry Rider)","['Haggard, Henry Rider', 'Haggard, Rider']",1856,1925,407
"Ellis, Edward Sylvester","['Ellis, E. S. (Edward Sylvester)', 'Ellis, Edward S. (Edward Sylvester)', 'Jayne, R. H.']",1840,1916,408
"Hope, Laura Lee",[],,,409
"Hearn, Lafcadio","['Hearn, Patrick Lafcadio', 'Koizumi, Yakumo', 'Xiaoquan, Bayun']",1850,1904,410
"Henley, William Ernest","['Henley, W. E. (William Ernest)']",1849,1903,411
"Ridpath, John Clark",[],1840,1900,412
"Edmunds, Charles K. (Charles Keyser)","['Edmunds, C. K. (Charles Keyser)']",1876,,413
"Adam, G. Mercer (Graeme Mercer)","['Adam, Graeme Mercer']",1830,1912,414
"Carpenter, John A.",[],,,415
"Levy, Steven",[],1951,,416
"Gibbon, Edward",[],1737,1794,417
"Milman, Henry Hart","['Milman, H. H. (Henry Hart)']",1791,1868,418
"Clay, Henry","['Clay, H. (Henry)']",1777,1852,419
"Calhoun, John C. (John Caldwell)","['Calhoun, John Caldwell']",1782,1850,420
"Benton, Thomas Hart","['Benton, Thomas H. (Thomas Hart)']",1782,1858,421
"Brisbane, Arthur",[],1864,1936,422
"Godwin, William","['Baldwin, Edward']",1756,1836,423
"Kanada, Yasumasa",[],1949,,424
"Pyle, Walter L. (Walter Lytle)","['Pyle, Walter Lytle']",1871,1921,425
"Gould, George M. (George Milbrey)","['Gould, George Milbry']",1848,1922,426
"Yates, Dornford","['Mercer, Cecil William']",1885,1960,427
"Mattingly, Harold",[],1884,1964,428
"Woodward, George Ratcliffe","['Woodward, G. R. (George Ratcliffe)']",1848,1934,429
"John of Damascus, Saint",[],675,749,430
"Evans, Sebastian",[],1830,1909,431
"Holmes, Oliver Wendell",[],1809,1894,432
"Paul, Eden","['Paul, M. Eden (Maurice Eden)', 'Paul, Maurice Eden']",1865,1944,433
"Freud, Sigmund",[],1856,1939,434
"Paul, Cedar","['Davenport, Gertrude Mary']",1880,1972,435
"Van Loon, Hendrik Willem","['Loon, Hendrik Van', 'Loon, Hendrik Willem Van']",1882,1944,436
"Bird, Isabella L. (Isabella Lucy)","['Bishop, Isabella Lucy Bird']",1831,1904,437
"Munk, J. A. (Joseph Amasa)","['Munk, Joseph Amasa']",1847,1927,438
United States. National Aeronautics and Space Administration,"['N.A.S.A.', 'NASA', 'United States. National Aeronautics and Space Agency']",,,439
Geological Survey (U.S.),"['U.S. Geological Survey', 'U.S.G.S.', 'United States. Department of the Interior. Geological Survey']",,,440
"Beerbohm, Max, Sir","['Beerbohm, Henry Maximilian, Sir']",1872,1956,441
"Whale, George",[],,,442
"Miller, Marion Mills",[],1864,1949,443
"Day, Edmund",[],1866,1923,444
"Murray, John",[],,,445
"Dodge, Mary Mapes","['Dodge, M. E. (Mary Elizabeth)']",1830,1905,446
"Merritt, Abraham","['Merritt, A. (Abraham)']",1884,1943,447
"Brontë, Anne","['Bell, Acton', 'Bronte, Anne']",1820,1849,448
"Brontë, Emily","['Bell, Ellis', 'Bronte, Emily', 'Brontë, Emily Jane']",1818,1848,449
"Okakura, Kakuzo",['岡倉天心'],1862,1913,450
"Nesbit, E. (Edith)","['Bland, Edith Nesbit', 'Nesbit, Edith']",1858,1924,451
"Claxton, William J.",[],,,452
"Marlowe, Christopher","['Marlo, Christopher', 'Marloe, Christopher', 'Marlow, Christopher']",1564,1593,453
"Dyce, Alexander",[],1798,1869,454
"Marshall, Logan",[],,,455
"Mandeville, John, Sir",[],,,456
"Badger, Jos. E. (Joseph Edward)","['Badger, Joseph Edward']",1848,1909,457
"Lucretius Carus, Titus","['Carus, Titus Lucretius']",-95,-55,458
"Leonard, William Ellery",[],1876,1944,459
"Brown, Charles Brockden","['Brown, Brockden', 'Brown, C. B. (Charles Brockden)', 'Poplicola']",1771,1810,460
"Talbot, Frederick Arthur Ambrose",[],1880,,461
Stendhal,"['Beyle, Marie Henri', 'Marie-Henri Beyle']",1783,1842,462
"Sterne, Laurence","['Yorick, Mr.']",1713,1768,463
"Fitzgerald, F. Scott (Francis Scott)","['Fitzgerald, Francis Scott Key']",1896,1940,464
"McNamee, Gregory",[],1957,,465
"Sullivan, Arthur","['Sulivan, Arthur', 'Sullivan, Arthur Seymour, Sir']",1842,1900,466
"Gilbert, W. S. (William Schwenck)","['Gilbert, William Schwenck, Sir']",1836,1911,467
"Tolstoi, Ilia Lvovich, Graf","['Tolstoy, Ilya, Count']",1866,1933,468
"Calderon, George",[],1868,1915,469
"Reeve, Henry","['Reeves, Henry']",1813,1895,470
"Tocqueville, Alexis de","['De Tocqueville, Alexis', 'Tocqueville, Alexis Charles Henri Maurice Clerel de', 'Tocqueville, Alexis Charles Henri Maurice Clérel de', 'Toqueville, Alexis de']",1805,1859,471
"Barber, H. (Horatio)",[],1875,1964,472
"Casson, Herbert Newton","['Gasson, Herbert N. (Herbert Newton)']",1869,1951,473
"Dyer, Frank Lewis",[],1870,1941,474
"Martin, Thomas Commerford","['Martin, T. C. (Thomas Commerford)']",1856,1924,475
"Tymon, Frank",[],,,476
"Power, P. (Patrick)","['Power, Patrick']",1862,1951,477
"Seaton, R. C. (Robert Cooper)","['Seaton, Robert Cooper']",1853,1915,478
"Apollonius, Rhodius","['Apollonius, of Rhodes', 'Rhodius, Apollonius']",,,479
"Chrétien, de Troyes, active 12th century","['Chretien, de Troyes, active 12th century', 'De Troyes, Chrétien', 'Troyes, Chrétien de']",,,480
"Comfort, William Wistar","['Comfort, W. W. (William Wistar)']",1874,1955,481
"McSpadden, J. Walker (Joseph Walker)","['McSpadden, Joseph Walker', 'Walker, Joseph']",1874,1960,482
"Veblen, Thorstein",[],1857,1929,483
"Blackmore, R. D. (Richard Doddridge)","['Blackmore, Richard Doddridge']",1825,1900,484
"Simms, William Gilmore","['Cooper, Frank', 'Simms, W. Gilmore (William Gilmore)']",1806,1870,485
"Timrod, Henry",[],1828,1867,486
"Weems, M. L. (Mason Locke)","['Weems, Mason Locke']",1759,1825,487
"Macaulay, Thomas Babington Macaulay, Baron","['Macaulay, Lord (Thomas Babington Macaulay)', 'Macaulay, T. Babington (Thomas Babington)']",1800,1859,488
"Smith, Francis Hopkinson","['Smith, F. Hopkinson (Francis Hopkinson)']",1838,1915,489
"Rowlandson, Mary White","['White, Mary']",,1711,490
"Dewey, John",[],1859,1952,491
"Mayo, Margaret","['Clatten, Lillian']",1882,1951,492
"Bacon, John M. (John Mackenzie)","['Bacon, J. M. (John Mackenzie)', 'Bacon, John Mackenzie']",1846,1904,493
"Wister, Owen",[],1860,1938,494
"Christie, Agatha","['Christie, Agatha Mary Clarissa Miller']",1890,1976,495
Epictetus,"['Epicteto', 'Epiktit', 'Epitteto']",55,135,496
"Crossley, Hastings",[],,,497
"Marsh, W. Lockwood (William Lockwood)","['Marsh, William Lockwood']",1886,1963,498
"Vivian, Evelyn Charles","['Vivian, E. Charles (Evelyn Charles)']",1882,1947,499
"Whittier, John Greenleaf","['Whittier, J. G. (John Greenleaf)', 'Whittier, John G. (John Greenleaf)']",1807,1892,500
"Lowell, James Russell","['Meliboeus-Hipponax', 'Wilbur, Homer']",1819,1891,501
"Stoddard, Elizabeth","['Barstow, Elizabeth Drew', 'Stoddard, Elizabeth Drew (Barstow)']",1823,1902,502
"Duff Gordon, Lucie, Lady","['Austin, Lucie, Lady', 'Duff-Gordon, Lucie Austin, Lady', 'Gordon, Lucie Duff, Lady']",1821,1869,503
"Der Ling, Princess","['Deling gong zhu', 'Deling, Princess', 'Te-ling kung chu', 'Te-ling, Princess']",1886,1944,504
"Adams, John Quincy",[],1767,1848,505
"Marion, Fulgence","['Marion, F. (Fulgence)']",,,506
"Veiller, Bayard",[],1869,1943,507
"Dana, Marvin","['Dana, Marvin Hill']",1867,,508
"Chanute, Octave","['Chanute, O. (Octave)']",1832,1910,509
"Jackman, William J. (William James)","['Jackman, W. J. (William James)', 'Jackman, William James']",1850,,510
"Russell, Thomas Herbert","['Herbert, Thomas', 'Russel, Thomas H. (Thomas Herbert)', 'Russell, T. H. (Thomas Herbert)']",1862,1947,511
"Shaw, Bernard","['Shaw, Bernhard', 'Shaw, George Bernard']",1856,1950,512
"Filson, John",[],,1788,513
"Lermontov, Mikhail Iurevich","['Lermontov, Mikhayil Yurevich', 'Лермонтов, Михаил Юрьевич']",1814,1841,514
"Wisdom, J. H.",[],,,515
"Murray, Marr",[],,,516
"Hazeltine, Alice Isabel",[],1878,1959,517
"Elwes, R. H. M. (Robert Harvey Monro)","['Elwes, Robert Harvey Monro']",1853,,518
"Spinoza, Benedictus de","['De Spinoza, Benedictus', 'Espinosa, Baruch de', 'Spinoza, Baruch']",1632,1677,519
"James, William Dobein",[],1764,1830,520
United States. Presidents,[],,,521
"Miller, Gustavus Hindman",[],1857,1929,522
"Sirius, R. U.","['Goffman, Ken']",1952,,523
St. Jude,"['Milhon, Jude', 'Saint Jude']",,,524
"Nagel, Bart",[],,,525
"Waters, W. G., Mrs.","['Waters, Mrs. W. G.']",,,526
"Poe, Edgar Allan","['Poe, Edgar Allen']",1809,1849,527
"Ryan, Abram Joseph","['Father Ryan', 'Ryan, A. J. (Abram Joseph)', 'Ryan, Father (Abram Joseph)']",1839,1886,528
"Cooper, James Fenimore","['Cooper, Fenimore', 'Cooper, J. Fenimore (James Fenimore)', 'Morgan, Jane']",1789,1851,529
"Hudson, W. H. (William Henry)","['Harford, Henry', 'Hudson, William Henry']",1841,1922,530
"Darwin, Charles","['Darwin, Charles Robert']",1809,1882,531
"Haldeman-Julius, Marcet","['Haldeman-Julius, Anna Marcet Haldeman']",1887,1941,532
"Haldeman-Julius, E. (Emanuel)","['Haldeman-Julius, Emanuel', 'Julius, Emanuel']",1888,1951,533
"Southey, Robert",[],1774,1843,534
"Kendall, Henry","['Kendall, Thomas Henry']",1839,1882,535
"Stevens, Bertram",[],1872,1922,536
"Pyle, Howard",[],1853,1911,537
"Dumas, Alexandre","['Dumas père, Alexandre', 'Dumas, Alexander', 'Dumas, Alexandre, pere']",1802,1870,538
"Peacock, Thomas Love","['Peacock, T. L. (Thomas Love)', 'Peacock, T. Love (Thomas Love)']",1785,1866,539
"Ward, Humphry, Mrs.","['Arnold, Mary Augusta', 'Ward, Mary Augusta Arnold', 'Ward, Mrs. Humphry']",1851,1920,540
"Stewart, Cal","['Stewart, Calvin Edward']",1856,1919,541
"Freeman, Mary Eleanor Wilkins","['Freeman, Mary E. Wilkins (Mary Eleanor Wilkins)', 'Wilkins, Mary E. (Mary Eleanor)', 'Wilkins, Mary Eleanor', 'Wilkins, Mary Ella']",1852,1930,542
"Munro, John",[],1849,1930,543
"Gummere, Francis Barton",[],1855,1919,544
"Lear, Edward",['Derry Down Derry'],1812,1888,545
"Gordon, Irwin Leslie",[],1887,,546
"Maude, Aylmer",[],1858,1938,547
"Maude, Louise","['Maude, Louise Shanks', 'Shanks, Louise']",1855,1939,548
"Cattell, James McKeen","['Cattell, J. McKeen (James Mckeen)']",1860,1944,549
"Key, Ellen","['Key, Ellen Karolina Sofia']",1849,1926,550
"Higginson, Thomas Wentworth","['Higginson, T. W. (Thomas Wentworth)']",1823,1911,551
"Synge, J. M. (John Millington)","['Synge, Edmund John Millington', 'Synge, John Millington']",1871,1909,552
"Cervantes Saavedra, Miguel de","['Cervantes, Michel', 'Cervantes, Miguel de', 'De Cervantes Saavedra, Miguel', 'Saavedra, Miguel de Cervantes']",1547,1616,553
"Ormsby, John",[],1829,1895,554
Dante Alighieri,"['Alighieri, Dante']",1265,1321,555
"Cary, Henry Francis","['Cary, H. F. (Henry Francis)']",1772,1844,556
"Parkman, Francis","['Parkman, F. (Francis)']",1823,1893,557
"Brontë, Charlotte","['Bell, Currer', 'Bronte, Charlotte', 'Charlotte Brontë']",1816,1855,558
"Monroe, Harriet",[],1860,1936,559
"Rumford, Benjamin, Graf von","['Rumford, Benjamin Thompson, Count', 'Thompson, Benjamin, Sir']",1753,1814,560
"Grossmith, Weedon",[],1852,1919,561
"Grossmith, George",[],1847,1912,562
"Sassoon, Siegfried",[],1886,1967,563
"Owen, Wilfred",[],1893,1918,564
"Venables, Edmund",[],1819,1895,565
"Livingstone, David","['Livingston, David']",1813,1873,566
"Meredith, George",[],1828,1909,567
"McCabe, Joseph","['Antony, Father', 'Macabe, Joseph', 'McCabe, Antony']",1867,1955,568
"Summerhayes, Martha",[],1844,1926,569
"Carlyle, Thomas","['Carlyle, T. (Thomas)']",1795,1881,570
American Tract Society,"['Society, American Tract']",,,571
"Fiske, John","['Fisk, John', 'Green, Edmund Fisk']",1842,1901,572
"Freeman, Edward A. (Edward Augustus)","['Freeman, E. A. (Edward Augustus)', 'Freeman, Edward Augustus']",1823,1892,573
"Grant, Ulysses S. (Ulysses Simpson)","['Grant, Hiram Ulysses', 'Grant, U. S. (Ulysses Simpson)', 'United States President (1869-1877)']",1822,1885,574
"Zola, Émile","['Zola, Émile Édouard Charles Antoine']",1840,1902,575
"Bramah, Ernest",[],1867,1942,576
"Altsheler, Joseph A. (Joseph Alexander)","['Altsheler, J. A. (Joseph Alexander)', 'Altsheler, Joseph Alexander']",1862,1919,577
"Hogarth, D. J.",[],,,578
"Gogol, Nikolai Vasilevich","['Gogol, Nikolaj', 'Gogol, Nikolay Vasilyevich', 'Гоголь, Николай Васильевич']",1809,1852,579
"Bishop, Nathaniel H. (Nathaniel Holmes)","['Bishop, Nathaniel Holmes']",1837,1902,580
"First Presbyterian Church (Marion, Ohio). Ladies' Aid Society",[],,,581
"Roth, Lewis",[],,,582
"Seton, Ernest Thompson","['Seton, Wolf', 'Seton-Thompson, Ernest', 'Seton-Thomson, Ernest', 'Thompson-Seton, Ernest']",1860,1946,583
"Cambrensis, Giraldus","['Barri, Gerald de', 'Barry, Gerald de', 'Cambrensis, Giraldus']",,,584
"Fielding, Henry","['Drawcansir, Alexander, Sir', 'Gualterus, Petrus', 'Keyber, Conny', 'Trottplaid, John', 'Vinegar, Hercules']",1707,1754,585
"Saxo, Grammaticus","['Grammaticus, Saxo']",,,586
"Elton, Oliver",[],1861,1945,587
"Shumway, Daniel Bussier",[],1868,,588
Eiríkr Magnússon,"['Eirikr Magnusson', 'Eiríkur Magnússon', 'Magnússon, Eiríkr']",1833,1913,589
"Brieux, Eugène","['Brieux, Eugene']",1858,1932,590
"Rittenhouse, Jessie Belle","['Rittenhouse, Jessie B.', 'Rittenhouse, Jessie B. (Jessie Belle)', 'Scollard, Jessie Belle Rittenhouse', 'Scollard, Mrs. Clinton']",1869,1948,591
"Green, Anna Katharine","['Rohlfs, Anna Katharine Green', 'Rohlfs, Mrs. Charles']",1846,1935,592
"Duncan, Sara Jeannette","['Cotes, Everard, Mrs.', 'Cotes, Mrs. Everard', 'Cotes, V. Cecil', 'Grafton, Garth', 'Wintergreen, Jane']",1861,1922,593
"Dakyns, Henry Graham","['Dakyns, H. G. (Henry Graham)', 'Dakyns, Henry G. (Henry Graham)']",1838,1911,594
Xenophon,['Ξενοφών'],-431,-355,595
"Draper, John William","['Draper, J. W. (John William)']",1811,1882,596
"Meynell, Alice","['Meynell, Alice Christiana Thompson', 'Thompson, A. C. (Alice Christiana)']",1847,1922,597
"Congreve, William","['Congrove, Mr. (William)']",1670,1729,598
"Street, G. S. (George Slythe)","['Street, George Slythe']",1867,1936,599
"Rougemont, Louis de","['De Rougemont, Louis']",1847,1921,600
"Bell, Clara",[],1834,1927,601
"Boldrewood, Rolf","['Browne, Thomas Alexander']",1826,1915,602
"Doré, Gustave","['Dore, Gustave', 'Dorè, Gustave', 'Doré, Louis Auguste Gustave', 'Doré, Louis Christophe Paul Gustave']",1832,1883,603
"Urquhart, Thomas, Sir","['Urchard, Thomas, Sir', 'Urwhart, Thomas, Sir']",1611,1660,604
"Rabelais, François","['Alcofrybas, Maistre', 'Nasier, Alcofribas', 'Rabelais, Francis', 'Rabelais, Francois']",,,605
"Motteux, Peter Anthony","['Lemotteux, Pierre Antoine', 'Motteux, P. A. (Peter Anthony)', 'Motteux, Pierre Antoine']",1660,1718,606
"Spooner, Lysander",[],1808,1887,607
"Prescott, William Hickling","['Prescott, W. H. (William Hickling)', 'Prescott, William H. (William Hickling)']",1796,1859,608
"Herrick, Robert","['Herrick, R. (Robert)']",1591,1674,609
"Palgrave, Francis Turner","['Palgrave, Francis T.']",1824,1897,610
"Waring, James",[],,,611
"Babbage, Charles",[],1791,1871,612
"Packard, Frank L. (Frank Lucius)",[],1877,1942,613
"Coulter, John Merle",[],1851,1928,614
"Cobb, Irvin S. (Irvin Shrewsbury)","['Cobb, Irvin Shrewsbury']",1876,1944,615
"Wormeley, Katharine Prescott",[],1830,1908,616
"Mims, Edwin",[],1872,1959,617
"Tyndall, John","['Tyndal, John']",1820,1893,618
"Callaway, Morgan",[],1862,1936,619
"Marriott, W. K. (William Kenaz)","['Marriott, William K.']",,1927,620
"Machiavelli, Niccolò","['Machiavelli, Niccolo']",1469,1527,621
"Crile, George Washington","['Crile, G. W. (George Washington)', 'Crile, George W. (George Washington)']",1864,1943,622
"Conant, James Bryant","['Conant, J. B. (James Bryant)', 'Conant, James B. (James Bryant)']",1893,1978,623
"Gautier, Théophile","['Gaultier, Theophile', 'Gautier, Pierre-Jules-Théophile', 'Gautier, Theophile']",1811,1872,624
"Brooks, Noah",[],1830,1903,625
"Thomson, James","['Thompson, James']",1834,1882,626
"Aiken, Conrad","['Aiken, Conrad Potter']",1889,1973,627
"Wetmore, Helen Cody","['Cody, Helen']",,,628
"Rand, Ayn","[""O'Connor, Ayn Rand"", 'Rand, Ain', 'Rosenbaum, Alice', 'Rosenbaum, Alissa Zinovievna']",1905,1982,629
"Malory, Thomas, Sir",[],,1471,630
"Flaubert, Gustave",[],1821,1880,631
"Rostand, Edmond",[],1868,1918,632
"Thomas, Gladys",[],,,633
"Guillemard, Mary F.",[],,,634
"Strachey, Lytton","['Strachey, Giles Lytton']",1880,1932,635
"Reed, Myrtle","['Green, Olive']",1874,1911,636
"Belloc, Hilaire","['Belloc, Joseph Hilaire Pierre']",1870,1953,637
"Mencken, H. L. (Henry Louis)","['Hatteras, Owen', 'Mencken, Henry L.', 'Mencken, Henry Louis']",1880,1956,638
"Redgrove, H. Stanley (Herbert Stanley)","['Redgrove, Herbert Stanley']",1887,1943,639
"Lefebure, Victor",[],,,640
"Lyall, Edna","['Bayly, Ada Ellen']",1857,1903,641
"Masefield, John",[],1878,1967,642
"Burns, Robert",[],1759,1796,643
"Masters, Edgar Lee","['Ford, Webster', 'Masters, E. L. (Edgar Lee)']",1868,1950,644
"Butler, Ellis Parker",[],1869,1937,645
"Bowring, Edgar Alfred","['Bowring, E. A. (Edgar Alfred)', 'Bowring, Edward Alfred']",1826,1911,646
"Goethe, Johann Wolfgang von","['Goethe, J. W. (Johann Wolfgang)', 'Von Goethe, Johann Wolfgang']",1749,1832,647
